Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Outdoor Air Relative Humidity [%](Daily),Environment:Site Wind Speed [m/s](Daily),Environment:Site Wind Direction [deg](Daily),Environment:Site Horizontal Infrared Radiation Rate per Area [W/m2](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),THERMAL ZONE: BOX:Zone Outdoor Air Wind Speed [m/s](Daily),GSHPCLG:Heat Pump Electric Power [W](Daily),GSHPCLG:Heat Pump Source Side Inlet Temperature [C](Daily),GSHPHEATING:Heat Pump Electric Power [W](Daily),GSHPHEATING:Heat Pump Source Side Inlet Temperature [C](Daily) ,THERMAL ZONE: BOX:Zone Mean Air Temperature [C](Daily)
 06/11,13.39618056,11.9031647,84.44097222,4.661111111,218.9930556,346.0902778,113.4930556,3.708333333,2.20097992,98.77955887,13.50061852,0,13.50061852,17.82552182
 06/12,14.13680556,9.770152373,59.11458333,4.4125,255.9722222,325.9166667,136.1076389,208.875,2.08358558,102.0388029,13.50541778,0,13.50541778,17.88313223
 06/13,11.871875,9.019124265,70.89236111,4.188888889,218.1944444,321.5451389,162.7395833,35.125,1.977996257,103.8881774,13.51192299,0,13.51192299,18.04720378
 06/14,12.82673611,8.625951974,58.22222222,6.267013889,281.2152778,323.2152778,115.7604167,246.7083333,2.959288332,109.3729621,13.51877874,0,13.51877874,18.14117476
 06/15,11.28888889,7.195062655,57.1875,4.557638889,315.1041667,307.28125,148.59375,170.2083333,2.152120264,69.46401925,13.5158259,0,13.5158259,17.45419307
 06/16,11.14444444,8.313992163,69.75347222,0.758333333,112.0833333,317.1180556,113.6006944,2,0.358085529,48.72328968,13.51268899,0,13.51268899,16.65986257
 06/17,14.68645833,11.01750015,65.74305556,1.553125,127.8819444,339.1388889,110.6423611,215.9166667,0.733386709,93.80828891,13.52445362,0,13.52445362,17.57661654
 06/18,14.10486111,11.26014074,72.26041667,2.151041667,70.86805556,334.4236111,130.2430556,177.6666667,1.015723376,123.8367645,13.5401303,0,13.5401303,18.91545067
 06/19,15.07222222,9.231164541,50.5625,2.787847222,43.71527778,315.8819444,113.1493056,284.5,1.316423404,132.1786859,13.55096042,0,13.55096042,19.19078745
 06/20,16.41979167,12.47695382,65.45833333,5.511805556,50.59027778,334.0034722,113.8854167,250.7083333,2.60267843,146.2032396,13.56218646,0,13.56218646,19.61056571
 06/21,15.39756944,12.72777822,76.03819444,3.453819444,53.99305556,346.9756944,133.9027778,136.5833333,1.630895952,137.4984152,13.56805812,0,13.56805812,19.34578633
 06/22,17.15104167,13.47895333,71.17708333,1.775,76.28472222,346.0069444,92.99652778,297.25,0.838156239,108.3184105,13.56713635,0,13.56713635,19.10478734
 06/23,15.06215278,13.39790994,83.55902778,3.233680556,78.88888889,358.8888889,125.8125,23.20833333,1.526946215,114.6254677,13.57179193,0,13.57179193,18.97884265
 06/24,12.18576389,11.58922823,93.42013889,3.246180556,50.69444444,353.9270833,109.2013889,2.875,1.532848724,96.95558226,13.57183781,0,13.57183781,17.66159729
 06/25,15.6,12.33795045,71.40625,1.358333333,62.91666667,348.7777778,114.8888889,210.0833333,0.641405948,100.577742,13.57544564,0,13.57544564,17.79091212
 06/26,15.83923611,13.46042526,78.03472222,2.517013889,253.3680556,349.9305556,150.1770833,42,1.188535715,134.0139076,13.58840799,0,13.58840799,18.86909561
 06/27,12.14201389,9.083115693,67.79513889,5.074305556,322.0833333,329.1423611,131.1527778,52.54166667,2.396090625,103.3475139,13.58895756,0,13.58895756,18.17037758
 06/28,14.58611111,11.33861257,69.18402778,4.667013889,297.1180556,340.21875,151.8923611,95.08333333,2.203767216,105.0169521,13.59197138,0,13.59197138,18.0614306
 06/29,16.37569444,13.77140769,76.26388889,4.821180556,274.3055556,365.3125,153.2048611,40.29166667,2.276564823,87.55000137,13.59252936,0,13.59252936,18.05439847
 06/30,13.37569444,10.7777499,74.3125,2.507986111,204.7916667,342.0243056,147.25,86.5,1.184272792,72.78774527,13.59129635,0,13.59129635,17.60082764
 07/01,15.66354167,12.99507758,75.65277778,2.607291667,202.5,349.0486111,136.8888889,144.2916667,1.231164945,131.6591107,13.60693334,0,13.60693334,18.91744731
 07/02,16.39826389,13.47809971,75.40625,2.201041667,129.1319444,344.4340278,123.7881944,227.0833333,1.039333411,165.5639762,13.6243436,0,13.6243436,20.12085367
 07/03,16.85381944,15.43537019,87.53472222,3.617361111,68.33333333,362.7951389,130.1111111,36.5,1.708120441,161.7068497,13.63307742,0,13.63307742,20.01719142
 07/04,18.67604167,16.01959465,78.60416667,5.327430556,53.57638889,361.0138889,135.3645833,180.7083333,2.515616427,174.9875901,13.64222424,0,13.64222424,20.18592736
 07/05,19.22291667,16.26357778,76.43402778,5.118055556,59.6875,350.3125,83.70138889,342.4583333,2.416749406,192.6554637,13.65354635,0,13.65354635,20.75433314
 07/06,18.81840278,15.8159498,75.72916667,3.165277778,118.5069444,357.1527778,91.54166667,284.75,1.494646376,155.7935596,13.65276967,0,13.65276967,20.50952561
 07/07,18.58680556,14.76170872,69.65277778,2.508333333,112.9861111,351.8958333,136.9583333,186.7083333,1.184436751,151.1907386,13.65364147,0,13.65364147,20.25099636
 07/08,16.19791667,14.70720141,85.68055556,4.447916667,186.2152778,362.03125,128.5486111,22.08333333,2.100309354,165.3662464,13.66020781,0,13.66020781,19.91574
 07/09,16.97395833,13.09802592,66.17361111,4.56875,244.3402778,353.6215278,136.3055556,161.1666667,2.157366939,147.4340091,13.66090643,0,13.66090643,19.4779717
 07/10,18.16736111,14.73625424,72.02083333,3.363888889,157.7083333,347.6736111,152.9305556,120.5416667,1.588430681,165.0408004,13.66779895,0,13.66779895,20.10042689
 07/11,18.76388889,16.1802131,78.20486111,4.249652778,197.1180556,361.9791667,151.4722222,78.41666667,2.006689008,192.3135528,13.67921416,0,13.67921416,20.53236039
 07/12,15.59201389,13.01483331,75.6875,5.467013889,221.5625,350.1354167,153.96875,52.75,2.581527774,154.2016689,13.67730615,0,13.67730615,19.60161427
 07/13,16.790625,14.52648503,79.23263889,3.832291667,221.5972222,362.8611111,144.4050926,47.83333333,1.8096108,107.997454,13.66757738,0,13.66757738,18.79841944
 07/14,17.54131944,13.24327207,64.24305556,3.375694444,268.5763889,347.9131944,87.67013889,303.7916667,1.594005273,123.6088333,13.66931064,0,13.66931064,19.31722226
 07/15,16.53506944,13.03801181,68.67361111,4.400347222,254.2361111,355.8645833,156.5092593,77.41666667,2.07784703,165.1437113,13.68168794,0,13.68168794,20.14900543
 07/16,16.00243056,12.34528157,67.30555556,3.481944444,261.3541667,341.2743056,148.9907407,84.25,1.644176597,155.4046919,13.68599003,0,13.68599003,19.80216037
 07/17,15.82743056,12.19094609,67.20833333,1.8625,252.5,336.9513889,133.4178241,47.79166667,0.8794738,145.879849,13.68714283,0,13.68714283,19.47216329
 07/18,16.01805556,13.71134118,79.53472222,4.180208333,227.1527778,363.34375,134.6956019,92.75,1.973897293,146.3849718,13.68935805,0,13.68935805,19.39401637
 07/19,16.06944444,13.02801374,72.08333333,2.911458333,258.0902778,362.3402778,151.0185185,43.5,1.374792657,145.0194127,13.69206375,0,13.69206375,19.43178399
 07/20,16.32708333,12.92820173,69.47222222,2.483680556,280.7638889,352.3923611,155.9965278,57.45833333,1.172795692,118.3939962,13.68848798,0,13.68848798,19.12495338
 07/21,16.371875,13.07540885,70.65277778,1.470833333,236.7708333,348.7951389,144.119213,111.8333333,0.694528527,118.947335,13.68829919,0,13.68829919,19.20477004
 07/22,17.23506944,14.10208468,74.06597222,2.418055556,134.2708333,344.78125,151.8472222,35.375,1.141807521,158.3490745,13.69884058,0,13.69884058,19.75642443
 07/23,17.06527778,14.78151266,79.51041667,3.812152778,185.2083333,350.1875,146.6053241,32.5,1.800101202,163.7861073,13.70609277,0,13.70609277,19.71739826
 07/24,14.57916667,12.55221968,80.57291667,3.757638889,244.5138889,332.1944444,150.5833333,89.29166667,1.774359706,138.3071658,13.70416504,0,13.70416504,18.98421538
 07/25,16.03819444,13.87537402,80.73263889,3.509722222,117.1527778,359.9965278,136.5972222,79,1.657293283,130.3213781,13.70282112,0,13.70282112,18.84618436
 07/26,17.80138889,15.05595808,76.91666667,2.364930556,210.7291667,363.4722222,139.03125,60.45833333,1.116721859,155.6274979,13.70979759,0,13.70979759,19.62135627
 07/27,18.34791667,15.27330442,74.75,2.599652778,225.3472222,357.3020833,119.3784722,193.7916667,1.227557856,135.0403795,13.70928788,0,13.70928788,19.72619965
 07/28,18.41493056,15.55930789,76.91666667,2.138888889,107.6388889,355.7673611,124.6423611,184.9166667,1.009984826,143.5907109,13.71201923,0,13.71201923,20.06219253
 07/29,20.59895833,15.53276077,63.51041667,4.136458333,89.375,360.8854167,99.21180556,231.7916667,1.953238512,194.8181263,13.7261386,0,13.7261386,20.91598845
 07/30,17.3,15.23784686,81.60416667,2.105902778,171.6666667,351.4270833,136.4895833,29.75,0.994408762,186.3418913,13.7319157,0,13.7319157,20.49319085
 07/31,17.61041667,14.90948672,77.34027778,3.315625,232.2222222,362.9201389,144.2048611,71.95833333,1.565640439,148.1478373,13.72570892,0,13.72570892,19.40698013
 08/01,16.24722222,12.46363583,66.23263889,3.878125,253.6458333,348.3645833,137.1805556,109.8333333,1.831253332,148.5272613,13.72505409,0,13.72505409,19.50089682
 08/02,15.92604167,12.20975646,66.10416667,2.300347222,295.6597222,350,145.8194444,57.125,1.086225564,145.0686873,13.72502865,0,13.72502865,19.47290168
 08/03,13.97361111,11.11431797,73.86458333,1.379861111,241.5277778,337.9548611,144.8576389,32.66666667,0.65157138,105.5095972,13.71671004,0,13.71671004,18.80710798
 08/04,16.57673611,11.67913841,62.79861111,2.563194444,102.5694444,331.2395833,106.0208333,250.375,1.210342206,109.4042145,13.7142477,0,13.7142477,18.95419989
 08/05,19.50104167,12.96960559,52.37847222,4.395833333,134.7569444,347.3159722,141.3703704,66.91666667,2.075715568,165.2073219,13.72728075,0,13.72728075,20.13739068
 08/06,16.11111111,13.4580744,76.11458333,3.383333333,176.4930556,353.3368056,120.8877315,48.41666667,1.597612361,156.6890823,13.73100867,0,13.73100867,19.74455953
 08/07,14.97326389,12.07713469,73.69444444,3.586111111,268.2986111,347.15625,103.0891204,147.5833333,1.69336417,132.972944,13.72698119,0,13.72698119,19.1180474
 08/08,15.29340278,11.97045338,71.15625,3.496180556,194.9305556,336.9305556,134.0960648,31.83333333,1.650898899,136.7080389,13.72727267,0,13.72727267,19.10808633
 08/09,17.42361111,14.54144339,75.76388889,3.891666667,180.1736111,367.2118056,127.5115741,30.08333333,1.837647716,137.3250089,13.72780383,0,13.72780383,19.0810374
 08/10,15.92361111,13.79800974,81.54513889,4.184375,194.0972222,354.9618056,118.5011574,140.0833333,1.975864796,115.351501,13.72338546,0,13.72338546,18.86003376
 08/11,15.47569444,13.64065712,83.66666667,2.708680556,54.93055556,353.2395833,134.1851852,31.91666667,1.279040849,94.25998785,13.71653071,0,13.71653071,18.32475406
 08/12,16.96736111,13.90577696,74.12847222,3.2,237.2569444,350.3194444,125.0196759,113.5,1.511042233,147.1427438,13.72594392,0,13.72594392,19.2891277
 08/13,17.03368056,14.04511868,74.46527778,3.807986111,330.8333333,341.5729167,114.2361111,165.4166667,1.7981337,162.2325351,13.73370593,0,13.73370593,19.87691222
 08/14,15.86284722,14.0967005,83.55902778,2.094444444,140.3819444,358.0277778,106.2569444,13.95833333,0.988998129,152.5560497,13.73471077,0,13.73471077,19.61625584
 08/15,17.01631944,13.83856765,73.89930556,1.270833333,111.9097222,345.5972222,90.32291667,207.7083333,0.600088387,157.6175583,13.73594503,0,13.73594503,19.81681278
 08/16,18.01944444,13.84265805,68.00347222,1.949305556,190.4861111,337.4340278,87.89583333,218.4166667,0.920463444,175.0663322,13.74128418,0,13.74128418,20.41984753
 08/17,18.98263889,14.96590208,68.69791667,2.035416667,209.0972222,349.0555556,106.4236111,159.4166667,0.961125171,144.970642,13.7366246,0,13.7366246,20.10496728
 08/18,22.03298611,15.26309413,53.47569444,4.071180556,176.7361111,360.4166667,86.21527778,246.7916667,1.9224143,152.7185593,13.73613723,0,13.73613723,20.31651817
 08/19,22.85034722,15.99393792,53.03472222,2.877430556,182.7777778,372.9548611,71.17361111,277.7916667,1.358724717,206.5903719,13.74855769,0,13.74855769,21.41077547
 08/20,19.16180556,16.57732512,78.22569444,1.859027778,291.7708333,357.8402778,117.5219907,21.75,0.877834214,197.5190259,13.7522298,0,13.7522298,20.99571535
 08/21,18.45416667,14.50143423,67.71180556,2.607291667,242.7777778,358.4444444,94.48263889,200.1666667,1.231164945,174.2121525,13.74762097,0,13.74762097,20.30574046
 08/22,15.50763889,12.40838176,73.60416667,4.225694444,182.1875,339.8090278,116.5138889,90.83333333,1.995375866,160.3192542,13.74309783,0,13.74309783,19.84788636
 08/23,14.83055556,13.55044162,87.80902778,4.017013889,173.2291667,353.3958333,112.59375,96.08333333,1.896836762,139.0770648,13.73588065,0,13.73588065,19.01117915
 08/24,14.73715278,12.98859198,83.15277778,4.736458333,217.3263889,344.5798611,119.7581019,29.54166667,2.236558931,86.39830382,13.72060584,0,13.72060584,17.92267112
 08/25,14.76909722,12.58015813,79.04513889,4.010069444,233.5763889,342.0243056,119.962963,42,1.893557591,80.4108543,13.71173515,0,13.71173515,17.64256174
 08/26,13.40138889,11.91590643,85.22222222,3.662847222,226.3194444,336.1006944,116.0740741,51.625,1.729599015,113.5861963,13.71485741,0,13.71485741,18.10823497
 08/27,13.79895833,11.97324602,82.24652778,1.539930556,232.7083333,342.0555556,114.9849537,37.25,0.727156283,115.1371652,13.71557993,0,13.71557993,18.25776978
 08/28,13.58854167,11.86299737,83.64583333,2.950347222,221.5625,336.5555556,113.0578704,66.08333333,1.393156018,120.5447365,13.71576155,0,13.71576155,18.42474734
 08/29,13.68541667,11.04661515,73.81597222,6.521875,315.9375,326.7395833,111.9375,32.5,3.079633927,112.6663389,13.71318678,0,13.71318678,18.29944616
 08/30,12.95208333,11.06993515,80.53125,3.846180556,311.4236111,334.0520833,95.6087963,27.29166667,1.816169143,106.7919133,13.70972068,0,13.70972068,17.97843679
 08/31,13.45902778,10.09057104,67.68402778,3.75,312.0486111,320.4965278,115.7048611,54.75,1.770752617,68.22087115,13.69816378,0,13.69816378,17.38744512
 09/01,16.21736111,12.9913119,70.42708333,1.769097222,257.3611111,363.3854167,109.1770833,31.75,0.835368943,59.6257908,13.6902259,0,13.6902259,17.24053946
 09/02,14.721875,11.98670362,73.57986111,3.196180556,311.1805556,344.15625,108.3576389,29.20833333,1.509238689,95.92109597,13.69385484,0,13.69385484,17.52212886
 09/03,13.17569444,10.11305742,70.20138889,2.970486111,278.6111111,325.7430556,104.369213,88.41666667,1.402665615,83.88065562,13.69113264,0,13.69113264,17.1656425
 09/04,13.34756944,11.35645846,81.71527778,1.110069444,181.4930556,335.9861111,80.84953704,141.25,0.524175566,91.19013851,13.69012064,0,13.69012064,17.32730186
 09/05,12.865625,11.03678527,81.52430556,2.940972222,259.0972222,336.8090278,101.9328704,28.5,1.388729136,83.58000413,13.68677116,0,13.68677116,17.06166549
 09/06,14.59201389,11.7666459,74.03472222,3.624652778,186.25,347.8125,104.4409722,28.20833333,1.711563572,75.15413284,13.6815302,0,13.6815302,16.74739832
 09/07,15.76041667,14.99386529,92.69097222,4.917361111,91.25,362.2118056,95.95833333,18,2.321981349,41.72941184,13.67059847,0,13.67059847,16.27327464
 09/08,15.41458333,13.10218339,78.17013889,4.553125,293.6458333,355.6493056,102.7569444,26,2.149988803,40.06840614,13.66336897,0,13.66336897,16.17218621
 09/09,15.534375,12.16124058,69.9375,3.520486111,246.7708333,332.0798611,77.48263889,191.2083333,1.662375999,93.49512705,13.6710736,0,13.6710736,17.28718099
 09/10,12.72881944,11.28004383,86.16666667,2.022222222,128.7847222,328.9340278,87.39236111,61.875,0.954894745,88.84970912,13.6726794,0,13.6726794,17.16034644
 09/11,14.33159722,11.7746579,76.31597222,3.519097222,271.2152778,342.2013889,93.37152778,105.8333333,1.661720165,80.21403798,13.66831558,0,13.66831558,16.93251684
 09/12,11.921875,10.35439147,84.14236111,1.958680556,154.6875,327.6458333,91.15509259,76.08333333,0.924890325,84.6532556,13.66652703,0,13.66652703,17.00441806
 09/13,12.36076389,10.59423294,83,0.621527778,129.7222222,328.4618056,93.1724537,87.79166667,0.29348585,74.54090604,13.66123895,0,13.66123895,16.75961546
 09/14,12.02673611,10.81998234,88.13541667,1.759027778,97.04861111,320.4340278,83.49768519,16.75,0.830614144,31.2867046,13.64767021,0,13.64767021,15.91961917
 09/15,12.69965278,12.15619994,94.19097222,2.996180556,78.54166667,350.9895833,70.77662037,6.166666667,1.41479855,18.36638775,13.63648026,0,13.63648026,15.33584475
 09/16,12.821875,11.67045973,88.01736111,3.099305556,82.74305556,338.4340278,82.83796296,19.875,1.463494247,50.39038676,13.63706028,0,13.63706028,15.64870071
 09/17,13.64270833,12.66373537,90.03125,3.8625,37.56944444,351.7291667,87.04861111,19.41666667,1.823875196,61.86763025,13.63788661,0,13.63788661,16.0568189
 09/18,15.88819444,14.0511955,83.15625,5.663194444,37.56944444,359.4409722,85.7974537,86.60185185,2.674164369,82.00297538,13.6403454,0,13.6403454,16.72529001
 09/19,14.66111111,12.08244408,75.17361111,5.807638889,25.27777778,348.7881944,82.94675926,89.75,2.742371137,91.72388523,13.64194755,0,13.64194755,17.29541635
 09/20,12.28506944,9.916082175,76.25347222,3.161458333,216.1458333,319.2986111,89.18055556,35.16666667,1.492842832,79.86191581,13.63765862,0,13.63765862,16.87685265
 09/21,13.84583333,11.34204753,77.11111111,1.95,313.4722222,325.9027778,83.75694444,33.29166667,0.920791361,27.31296978,13.62153933,0,13.62153933,15.86354439
 09/22,14.81319444,12.5155878,78.02777778,2.672222222,267.3263889,353.1597222,82.87152778,36.79166667,1.261825198,39.60424887,13.61560989,0,13.61560989,16.16466776
 09/23,13.025,10.16394801,72.47916667,3.175,256.6666667,315.0104167,51.42708333,219.9166667,1.499237216,82.08424932,13.62056924,0,13.62056924,16.96078821
 09/24,11.51493056,9.261786858,75.58333333,6.769097222,276.1111111,322.6319444,66.95138889,142.2916667,3.196372433,81.96317132,13.62070337,0,13.62070337,16.98531578
 09/25,11.77777778,9.804515184,78.93055556,4.939236111,232.7083333,321.6631944,81.625,33.29166667,2.332310739,56.08324957,13.61175823,0,13.61175823,16.10798698
 09/26,13.73611111,12.34907898,85.56944444,3.486805556,254.8263889,341.9236111,60.95138889,6.5,1.646472017,58.82453587,13.6067523,0,13.6067523,16.11063411
 09/27,10.81145833,7.818999806,67.82291667,6.125,263.6458333,307.8958333,56.5,179,2.892229275,64.28922457,13.60332897,0,13.60332897,16.12510997
 09/28,8.625,6.395749353,73.90625,2.765972222,266.4583333,294.6180556,61.31481481,167.375,1.306094014,24.06765075,13.59042051,0,13.59042051,15.39586601
 09/29,9.409027778,7.125439665,75.88888889,2.345833333,232.7083333,300.4097222,69.30787037,138.625,1.107704137,18.37448618,13.58073707,0,13.58073707,15.12360663
 09/30,9.901388889,8.685800044,87.39930556,2.334027778,112.8125,316.21875,68.61805556,56.875,1.102129546,47.81756975,13.58096172,0,13.58096172,15.62636545
 10/01,9.282291667,7.036106273,75.41666667,3.263194444,177.0833333,300.4305556,70.07638889,84.70833333,1.540882694,0,13.56750009,0,13.56750009,19.11385039
 10/02,9.275347222,7.235332127,78.72222222,1.915972222,148.7847222,295.6423611,54.3900463,170.7083333,0.904723421,0,13.55820169,0,13.55820169,19.18590783
 10/03,8.355902778,6.915259647,84.42708333,1.403472222,145.625,298.8715278,69.34606481,68.58333333,0.662720563,0,13.55162559,0,13.55162559,19.12080386
 10/04,9.982986111,9.040860062,89.82638889,3.379861111,145.5902778,321.5798611,56.82523148,7.208333333,1.595972776,0,13.54565317,0,13.54565317,19.06266353
 10/05,11.67638889,9.9894402,82.27777778,3.625694444,239.9652778,326.7291667,63.35648148,74.625,1.712055447,0,13.52071191,310.0827142,13.52071191,19.0553228
 10/06,11.51597222,8.716382833,70.44791667,7.282986111,235.9722222,321.1770833,56.40972222,144.1666667,3.439031125,0,13.49316163,456.2007969,13.49316163,19.08481802
 10/07,9.745833333,6.150301888,59.67361111,8.516666667,263.3333333,301.0798611,62.32986111,104.2083333,4.021575944,0,13.4836584,432.0131277,13.4836584,19.07248258
 10/08,10.13958333,8.074707045,75.97569444,6.763194444,222.8472222,318.5173611,63.51388889,12.58333333,3.193585137,0,13.46726252,524.9898531,13.46726252,19.05935987
 10/09,10.09375,8.731609908,84.69791667,3.760763889,245.8333333,318.75,62.85763889,13.58333333,1.775835333,0,13.46163401,469.583011,13.46163401,19.06307009
 10/10,7.110069444,5.122525037,76.54513889,3.497222222,227.0833333,290.2569444,63.47222222,57.5,1.651390774,0,13.44845589,553.2355936,13.44845589,19.05617153
 10/11,7.888194444,6.455867859,83.02083333,6.203472222,88.78472222,296.9131944,62.09490741,14.625,2.929283913,0,13.43508551,618.4849972,13.43508551,19.03904552
 10/12,9.842013889,9.035676672,90.79861111,3.484027778,112.4305556,325.4375,62.48958333,34.45833333,1.645160348,0,13.42387337,630.8887499,13.42387337,19.02493742
 10/13,9.112847222,7.869725234,86.06944444,2.954513889,168.6111111,308.6145833,60.80902778,26.25,1.39512352,0,13.41500152,633.2696624,13.41500152,19.02427337
 10/14,8.065277778,7.55075982,94.09027778,2.286458333,31.07638889,299.2152778,41.31018519,0.625,1.079667221,0,13.40749909,626.11837,13.40749909,19.04889342
 10/15,11.24930556,10.56098531,92.24305556,4.238194444,57.98611111,347.9409722,40.89236111,0.75,2.001278375,0,13.40580736,531.1284641,13.40580736,19.05477238
 10/16,12.12777778,11.30770575,90.97569444,4.248958333,81.38888889,352.59375,45.97916667,8.458333333,2.006361091,0,13.40722149,440.4388628,13.40722149,19.09365446
 10/17,11.63541667,10.47646376,87.10763889,4.582638889,91.31944444,349.9722222,37.19097222,0,2.163925282,0,13.40287327,471.6102138,13.40287327,19.0644318
 10/18,13.56770833,13.19744236,96.13194444,4.514236111,90.38194444,360.1354167,36.20601852,0,2.131625442,0,13.39830243,428.6886007,13.39830243,19.09519369
 10/19,14.94201389,13.76674125,88.53472222,3.428472222,151.7708333,351.2048611,53.63425926,29.875,1.618926976,0,13.39456765,423.5652032,13.39456765,19.11039115
 10/20,11.59826389,10.68242218,90.45486111,1.498958333,237.8819444,326.0277778,51.02314815,59.31944444,0.707809171,0,13.38792254,451.9836606,13.38792254,19.07941468
 10/21,9.4125,8.619066309,91.55555556,2.372222222,140.1041667,300.6840278,51.04513889,36.55671296,1.120164989,0,13.37889065,479.0740675,13.37889065,19.07526056
 10/22,12.35763889,11.32011434,88.96527778,2.484027778,138.2638889,326.2881944,50.67476852,13.5,1.17295965,0,13.37552397,419.9492714,13.37552397,19.10027012
 10/23,11.06631944,10.5093608,93.71527778,3.024652778,107.9861111,330.4513889,34.58680556,0.166666667,1.428243153,0,13.36865082,469.8329806,13.36865082,19.05867485
 10/24,11.1125,10.38752318,92.29166667,2.2625,165.4861111,319.1631944,46.20023148,72.54166667,1.068354079,0,13.36393349,405.4699296,13.36393349,19.11080361
 10/25,13.30069444,12.51161628,91.86458333,4.315277778,147.9166667,350.84375,40.87847222,19.66666667,2.037677179,0,13.36074764,396.2731636,13.36074764,19.10808275
 10/26,14.34340278,12.79984012,84.44791667,5.549652778,166.9097222,339.9756944,46.33333333,14.25,2.620549915,0,13.3499348,482.9225563,13.3499348,19.05898586
 10/27,13.12708333,11.05266207,78.67708333,4.988541667,221.6319444,334.7708333,43.93287037,62.79166667,2.355592857,0,13.34425479,445.8578079,13.34425479,19.07220912
 10/28,8.686805556,6.759316489,77.38541667,2.716666667,226.3194444,296.9201389,44.72453704,26.16666667,1.282811896,0,13.33826202,463.0910471,13.33826202,19.06168683
 10/29,2.7,1.348430648,80.95138889,1.541666667,79.16666667,259.8368056,28.93402778,161.3194444,0.727976076,0,13.32006588,614.185923,13.32006588,19.04962927
 10/30,1.220833333,0.247346568,85.72222222,1.111458333,66.84027778,252.9791667,43.97222222,67.375,0.524831401,0,13.29956583,773.7483436,13.29956583,19.02200519
 10/31,1.742361111,0.740432906,86.80555556,0.421875,88.99305556,254.6840278,27.14930556,160.9166667,0.199209669,0,13.28669691,744.4819594,13.28669691,19.03127678
 11/01,8.453819444,6.610275811,78.37152778,3.871527778,272.8819444,312.2743056,37.13541667,76.25,1.828138119,0,13.27709914,806.1040832,13.27709914,19.00533694
 11/02,6.126388889,5.043382832,85.55208333,3.832638889,324.3055556,297.1423611,37.60763889,16.33333333,1.809774758,0,13.24853871,1089.493617,13.24853871,18.97769574
 11/03,5.498958333,3.497381933,72.95833333,4.673958333,327.9166667,284.5243056,33.7349537,96.33333333,2.207046387,0,13.22795682,1103.310606,13.22795682,18.97877707
 11/04,6.09375,4.096079018,73.53125,4.280208333,329.1666667,291.375,32.18055556,99.41666667,2.021117362,0,13.22914303,920.9056175,13.22914303,19.00550259
 11/05,5.272569444,4.112570461,84.59027778,3.011805556,142.1527778,283.3402778,31.29976852,100.7083333,1.422176685,0,13.22161736,958.7707468,13.22161736,19.00483795
 11/06,5.245138889,4.408675945,89.09722222,1.970486111,85.38194444,300.6076389,37.90625,12.04166667,0.930464917,0,13.20934909,1031.43618,13.20934909,18.98941492
 11/07,7.000347222,5.869741572,85.67013889,2.838541667,72.11805556,310.9201389,37.76851852,21.33333333,1.340361356,0,13.20421224,955.5572158,13.20421224,19.00717248
 11/08,5.764583333,4.685554917,85.95486111,4.015972222,101.25,299.7222222,31.64583333,8.375,1.896344886,0,13.1935203,1030.084301,13.1935203,18.98872125
 11/09,5.940625,5.286810468,90.93402778,3.688541667,125.1388889,307.8854167,25.65972222,1.416666667,1.741731949,0,13.17488745,1185.206915,13.17488745,18.96632594
 11/10,10.465625,10.11535939,95.98958333,2.907986111,186.9444444,335.1180556,26.50462963,9.208333333,1.373153071,0,13.16906973,1059.496088,13.16906973,18.98398226
 11/11,10.725,9.210639859,83,3.120833333,218.8888889,324.3298611,31.19791667,53.04166667,1.473659678,0,13.17992497,806.7851867,13.17992497,19.01889482
 11/12,12.70972222,12.31622148,95.70486111,3.271875,191.1458333,357.0381944,25.22106481,5.083333333,1.544981659,0,13.18251332,773.0565965,13.18251332,19.01966689
 11/13,12.40590278,11.26843013,87.85069444,4.115972222,206.4236111,338.7326389,33.05555556,35.125,1.943564956,0,13.18442537,700.4341008,13.18442537,19.02639579
 11/14,10.80833333,8.933801964,79.26388889,4.675,267.2569444,322.7118056,32.14351852,25.58333333,2.207538263,0,13.17718089,767.032685,13.17718089,19.01956984
 11/15,10.61319444,8.570046244,76.77083333,5.161458333,252.9513889,322.0173611,30.80902778,11.125,2.437244228,0,13.1663165,825.1001444,13.1663165,19.01547075
 11/16,13.51840278,12.03390458,84.85069444,7.196527778,227.8125,352.3819444,27.98958333,9.875,3.39820544,0,13.1545332,878.5883044,13.1545332,18.98988661
 11/17,10.96145833,9.711619593,85.95833333,4.586458333,255.3472222,334.1041667,29.40625,10.125,2.165728826,0,13.14566953,912.8987552,13.14566953,18.98321352
 11/18,8.325694444,5.548061439,66.46875,6.196875,263.8194444,294.7743056,29.76388889,56.39236111,2.9261687,0,13.13864875,865.3700212,13.13864875,19.01021602
 11/19,6.546875,5.012606383,79.88194444,3.725,234.8611111,294.5069444,20.61689815,3.291666667,1.7589476,0,13.12377563,1021.74473,13.12377563,18.98569778
 11/20,3.835069444,2.676002472,83.60069444,3.409027778,265.5902778,282.0034722,28.4837963,63.89814815,1.609745296,0,13.10890983,1059.178421,13.10890983,18.98478118
